task_id,harness,benchmark,n_tokens,head_entropy,tail_entropy,delta_entropy,low_ent_share,top1_prob_mean
hle_1031,opencode,HLE,2471,0.352752,0.143803,-0.208949,0.2501,0.9074
hle_1038,opencode,HLE,1186,0.389412,0.349716,-0.039697,0.2504,0.8328
hle_1045,opencode,HLE,34259,0.030129,0.002498,-0.027632,0.2497,0.9972
hle_1046,opencode,HLE,1598,0.139423,0.213413,0.07399,0.2503,0.8974
hle_1047,opencode,HLE,1298,0.352364,0.095117,-0.257247,0.2504,0.9008
hle_1048,opencode,HLE,1657,0.309749,0.100329,-0.209421,0.2474,0.9315
hle_1049,opencode,HLE,28136,0.204253,0.000857,-0.203396,0.2487,0.9832
hle_1050,opencode,HLE,23795,0.210668,0.002573,-0.208095,0.25,0.9822
hle_1051,opencode,HLE,4434,0.202219,0.114371,-0.087848,0.2501,0.9403
hle_1052,opencode,HLE,3672,0.554183,0.07948,-0.474703,0.25,0.8637
hle_1054,opencode,HLE,1711,0.367869,0.273954,-0.093915,0.2501,0.8104
hle_1055,opencode,HLE,2827,0.475241,0.30891,-0.166331,0.2497,0.857
hle_1056,opencode,HLE,1990,0.383879,0.173773,-0.210106,0.2503,0.8888
hle_1057,opencode,HLE,2102,0.439108,0.307585,-0.131523,0.2502,0.8205
hle_1058,opencode,HLE,1642,0.568877,0.15631,-0.412567,0.2497,0.8915
hle_1066,opencode,HLE,825,0.443044,0.321849,-0.121195,0.2497,0.8597
hle_1067,opencode,HLE,958,0.311581,0.251053,-0.060528,0.2495,0.8745
hle_1070,opencode,HLE,1571,0.324491,0.376786,0.052296,0.2502,0.7982
hle_1071,opencode,HLE,1619,0.460241,0.245545,-0.214696,0.2502,0.8522
hle_1073,opencode,HLE,765,0.615378,0.019958,-0.595419,0.2497,0.9288
hle_1074,opencode,HLE,684,0.50328,0.581484,0.078204,0.25,0.8257
hle_1077,opencode,HLE,1304,0.540809,0.274706,-0.266103,0.25,0.8415
hle_1079,opencode,HLE,1488,0.388355,0.431798,0.043443,0.25,0.8388
hle_108,opencode,HLE,42573,0.044492,0.000988,-0.043505,0.2494,0.9962
hle_1080,opencode,HLE,1239,0.258826,0.400523,0.141697,0.2502,0.8252
hle_1081,opencode,HLE,1205,0.290274,0.297689,0.007415,0.2498,0.8769
hle_1083,opencode,HLE,373,0.336118,0.488706,0.152587,0.2493,0.8082
hle_1084,opencode,HLE,946,0.504314,0.41568,-0.088634,0.2505,0.8122
hle_1088,opencode,HLE,1693,0.444229,0.366258,-0.077971,0.2499,0.8536
hle_1089,opencode,HLE,817,0.544735,0.36811,-0.176624,0.2497,0.8312
hle_109,opencode,HLE,759,0.410721,0.503616,0.092895,0.2503,0.8197
hle_1098,opencode,HLE,35303,0.114663,0.000595,-0.114069,0.25,0.9905
hle_11,opencode,HLE,2689,0.259359,0.274413,0.015055,0.2499,0.8633
hle_1108,opencode,HLE,35399,0.119738,0.001187,-0.118551,0.2496,0.9901
hle_1109,opencode,HLE,36053,0.066217,0.001031,-0.065186,0.2494,0.9946
hle_111,opencode,HLE,1195,0.273822,0.372084,0.098263,0.2502,0.8398
hle_1116,opencode,HLE,1004,0.258802,0.217998,-0.040805,0.25,0.8632
hle_1119,opencode,HLE,725,0.359965,0.206813,-0.153152,0.2497,0.8834
hle_112,opencode,HLE,2336,0.225719,0.194169,-0.03155,0.25,0.8931
hle_1120,opencode,HLE,36611,0.099989,0.000963,-0.099026,0.2499,0.992
hle_1126,opencode,HLE,2933,0.294596,0.14385,-0.150746,0.2499,0.9337
hle_1127,opencode,HLE,2654,0.317299,0.175737,-0.141562,0.2502,0.8991
hle_1128,opencode,HLE,4296,0.205615,0.171788,-0.033827,0.25,0.9143
hle_1129,opencode,HLE,1515,0.537246,0.383101,-0.154145,0.2502,0.8159
hle_1130,opencode,HLE,2071,0.363585,0.171136,-0.192449,0.2501,0.8982
hle_1133,opencode,HLE,1557,0.478473,0.005941,-0.472532,0.2498,0.9601
hle_1135,opencode,HLE,924,0.45918,0.626133,0.166954,0.25,0.7936
hle_1137,opencode,HLE,684,0.294032,0.23318,-0.060852,0.2485,0.85
hle_1138,opencode,HLE,1241,0.347044,0.236828,-0.110216,0.2498,0.8775
hle_1139,opencode,HLE,1547,0.205117,0.262724,0.057607,0.2495,0.8592
hle_114,opencode,HLE,2066,0.305504,0.154159,-0.151346,0.2502,0.8732
hle_115,opencode,HLE,1300,0.387806,0.358528,-0.029278,0.25,0.8245
hle_1150,opencode,HLE,3692,0.241108,0.009584,-0.231524,0.2492,0.9792
hle_1153,opencode,HLE,1155,0.421381,0.231249,-0.190132,0.2502,0.8546
hle_1159,opencode,HLE,1197,0.426845,0.263739,-0.163106,0.249,0.8528
hle_1166,opencode,HLE,6657,0.435482,0.114653,-0.320829,0.2497,0.9235
hle_117,opencode,HLE,7113,0.566604,0.003282,-0.563323,0.2498,0.9146
hle_1174,opencode,HLE,972,0.446167,0.426835,-0.019332,0.25,0.8069
hle_1177,opencode,HLE,1317,0.375597,0.440979,0.065382,0.2498,0.8072
hle_1179,opencode,HLE,622,0.418136,0.275085,-0.143051,0.2508,0.8856
hle_118,opencode,HLE,697,0.396792,0.272453,-0.124339,0.2496,0.8805
hle_1182,opencode,HLE,2954,0.188757,0.002387,-0.18637,0.216,0.9834
hle_1188,opencode,HLE,1515,0.3694,0.373683,0.004283,0.2502,0.8021
hle_119,opencode,HLE,42568,0.204743,0.001852,-0.202891,0.2499,0.9826
hle_1192,opencode,HLE,936,0.299008,0.243964,-0.055044,0.25,0.8708
hle_1196,opencode,HLE,878,0.392419,0.417216,0.024798,0.2506,0.8355
hle_1198,opencode,HLE,33837,0.067487,0.000995,-0.066493,0.2492,0.9945
hle_120,opencode,HLE,851,0.423086,0.286154,-0.136932,0.2503,0.8612
hle_1207,opencode,HLE,1207,0.348941,0.581455,0.232515,0.2502,0.7979
hle_1215,opencode,HLE,31569,0.217603,0.000928,-0.216675,0.249,0.9816
hle_1219,opencode,HLE,823,0.305264,0.33426,0.028996,0.2503,0.8677
hle_1220,opencode,HLE,1107,0.545915,0.445227,-0.100688,0.2502,0.8008
hle_123,opencode,HLE,416,0.426558,0.101234,-0.325324,0.2476,0.8838
hle_1231,opencode,HLE,27525,0.11406,0.001087,-0.112973,0.2493,0.9905
hle_1234,opencode,HLE,2351,0.38224,0.528858,0.146619,0.2501,0.8063
hle_1235,opencode,HLE,1815,0.412883,0.003694,-0.409189,0.249,0.9658
hle_1236,opencode,HLE,8029,0.193438,0.004755,-0.188683,0.2488,0.9832
hle_1240,opencode,HLE,2234,0.331945,0.462139,0.130193,0.2502,0.8699
hle_1241,opencode,HLE,558,0.521029,0.29774,-0.223289,0.2509,0.8464
hle_1246,opencode,HLE,25261,0.254269,0.001,-0.25327,0.2496,0.9792
hle_1249,opencode,HLE,902,0.396987,0.428818,0.031831,0.2506,0.8341
hle_126,opencode,HLE,371,0.267576,0.7518,0.484224,0.2507,0.8279
hle_1260,opencode,HLE,25679,0.227307,0.001178,-0.22613,0.2498,0.9813
hle_1263,opencode,HLE,774,0.452201,0.35401,-0.098191,0.2506,0.8328
hle_1269,opencode,HLE,4065,0.160087,0.009,-0.151086,0.2492,0.9856
hle_1272,opencode,HLE,641,0.468635,0.46745,-0.001185,0.2496,0.8178
hle_1276,opencode,HLE,1169,0.369994,0.277871,-0.092123,0.2498,0.8597
hle_1285,opencode,HLE,897,0.358432,0.376379,0.017946,0.2497,0.8084
hle_1290,opencode,HLE,828,0.304844,0.388968,0.084125,0.25,0.8513
hle_1292,opencode,HLE,2846,0.212569,0.009727,-0.202841,0.2365,0.9818
hle_1298,opencode,HLE,1210,0.199166,0.34294,0.143775,0.2504,0.8405
hle_13,opencode,HLE,4805,0.246312,0.087853,-0.158459,0.2497,0.9475
hle_1301,opencode,HLE,26897,0.173667,0.001384,-0.172283,0.2494,0.9858
hle_1308,opencode,HLE,21272,0.111431,0.001242,-0.110189,0.2492,0.9906
hle_1309,opencode,HLE,484,0.393469,0.271172,-0.122296,0.25,0.8681
hle_131,opencode,HLE,841,0.341583,0.297409,-0.044175,0.2497,0.8373
hle_1312,opencode,HLE,2186,0.319092,0.329493,0.010402,0.2498,0.8563
hle_1315,opencode,HLE,628,0.463087,0.352716,-0.11037,0.25,0.8341
hle_1316,opencode,HLE,840,0.393073,0.369299,-0.023775,0.2488,0.8333
hle_1317,opencode,HLE,2919,0.407875,0.2609,-0.146975,0.2501,0.8859
hle_1325,opencode,HLE,27669,0.082591,0.000618,-0.081974,0.2487,0.9931
hle_1330,opencode,HLE,27757,0.144951,0.000887,-0.144064,0.2469,0.9884
hle_1332,opencode,HLE,2184,0.197374,0.355456,0.158082,0.25,0.8598
hle_1333,opencode,HLE,1781,0.408773,0.372193,-0.03658,0.2499,0.8308
hle_1334,opencode,HLE,854,0.507433,0.39731,-0.110123,0.2506,0.8152
hle_1339,opencode,HLE,1155,0.368474,0.364467,-0.004007,0.2502,0.8525
hle_1340,opencode,HLE,833,0.389887,0.42999,0.040103,0.2497,0.8349
hle_1341,opencode,HLE,1385,0.216673,0.260396,0.043723,0.2498,0.8568
hle_1342,opencode,HLE,710,0.475909,0.246344,-0.229565,0.2507,0.8437
hle_1344,opencode,HLE,791,0.386513,0.304117,-0.082396,0.2503,0.852
hle_1347,opencode,HLE,731,0.212187,0.190567,-0.02162,0.249,0.8972
hle_136,opencode,HLE,12737,0.25111,0.001285,-0.249825,0.2476,0.9793
hle_1365,opencode,HLE,967,0.396513,0.354448,-0.042064,0.2503,0.8486
hle_1370,opencode,HLE,519,0.350995,0.461964,0.110969,0.2505,0.8314
hle_1376,opencode,HLE,739,0.385358,0.320064,-0.065294,0.2503,0.8636
hle_1379,opencode,HLE,3007,0.49838,0.197418,-0.300962,0.2501,0.9182
hle_138,opencode,HLE,1508,0.220933,0.58249,0.361557,0.25,0.8591
hle_1380,opencode,HLE,795,0.407048,0.369629,-0.03742,0.2503,0.8119
hle_1381,opencode,HLE,706,0.391023,0.342887,-0.048136,0.2507,0.8613
hle_1382,opencode,HLE,1099,0.361978,0.373277,0.011299,0.2502,0.8225
hle_1383,opencode,HLE,1109,0.313471,0.289323,-0.024148,0.2498,0.8697
hle_1384,opencode,HLE,42389,0.063198,0.000573,-0.062625,0.249,0.9949
hle_1385,opencode,HLE,1454,0.355647,0.347513,-0.008134,0.2503,0.8184
hle_1386,opencode,HLE,786,0.326197,0.498065,0.171869,0.2494,0.8349
hle_1388,opencode,HLE,1792,0.595388,0.263474,-0.331914,0.25,0.8567
hle_1389,opencode,HLE,974,0.368303,0.320073,-0.048229,0.2505,0.8505
hle_1390,opencode,HLE,1333,0.243873,0.354202,0.110329,0.2498,0.884
hle_1391,opencode,HLE,797,0.323541,0.372823,0.049282,0.2497,0.8449
hle_1392,opencode,HLE,1893,0.198787,0.307995,0.109207,0.2499,0.9266
hle_1393,opencode,HLE,1296,0.258485,0.427816,0.169331,0.25,0.8264
hle_1394,opencode,HLE,42202,0.066038,0.000403,-0.065635,0.2487,0.9947
hle_1395,opencode,HLE,834,0.3852,0.44703,0.061831,0.2506,0.8262
hle_1396,opencode,HLE,993,0.489323,0.355154,-0.134169,0.2497,0.8334
hle_1397,opencode,HLE,1614,0.481553,0.369792,-0.111762,0.2503,0.847
hle_1399,opencode,HLE,1717,0.251488,0.472304,0.220816,0.2493,0.8706
hle_14,opencode,HLE,1449,0.082233,0.402577,0.320344,0.2498,0.8701
hle_1401,opencode,HLE,1022,0.348629,0.344173,-0.004456,0.2505,0.8599
hle_1407,opencode,HLE,42621,0.140515,0.000855,-0.139661,0.2496,0.9887
hle_141,opencode,HLE,1085,0.218392,0.350414,0.132022,0.2498,0.8571
hle_1415,opencode,HLE,1019,0.470381,0.230806,-0.239575,0.2502,0.8732
hle_1419,opencode,HLE,961,0.444729,0.339688,-0.105041,0.2497,0.8638
hle_142,opencode,HLE,861,0.373037,0.291721,-0.081316,0.2497,0.8851
hle_1420,opencode,HLE,834,0.29785,0.273126,-0.024724,0.2506,0.8699
hle_1423,opencode,HLE,43062,0.07128,0.000573,-0.070706,0.2497,0.9937
hle_1424,opencode,HLE,839,0.400591,0.431333,0.030742,0.2503,0.8399
hle_1433,opencode,HLE,778,0.351804,0.389632,0.037828,0.2506,0.8576
hle_1436,opencode,HLE,43588,0.065972,0.000843,-0.065129,0.2496,0.9947
hle_144,opencode,HLE,41904,0.063998,0.000641,-0.063358,0.2486,0.995
hle_1444,opencode,HLE,1579,0.382317,0.358005,-0.024312,0.2502,0.833
hle_1446,opencode,HLE,864,0.267401,0.483261,0.21586,0.25,0.8389
hle_145,opencode,HLE,738,0.355946,0.379638,0.023692,0.2507,0.8576
hle_1450,opencode,HLE,37051,0.084564,0.00551,-0.079054,0.2489,0.9921
hle_1452,opencode,HLE,1286,0.430649,0.48638,0.055731,0.2504,0.8026
hle_1454,opencode,HLE,1633,0.373183,0.397479,0.024296,0.2498,0.8033
hle_1457,opencode,HLE,1220,0.624127,0.514598,-0.109529,0.25,0.7859
hle_1458,opencode,HLE,776,0.421482,0.491524,0.070043,0.25,0.8284
hle_1459,opencode,HLE,2224,0.529666,0.246321,-0.283345,0.2496,0.8862
hle_1460,opencode,HLE,1380,0.265344,0.397303,0.131959,0.25,0.8278
hle_1462,opencode,HLE,1050,0.202809,0.4123,0.209491,0.2505,0.8433
hle_1463,opencode,HLE,1504,0.443976,0.229736,-0.21424,0.25,0.8466
hle_1467,opencode,HLE,31152,0.140336,0.001091,-0.139245,0.249,0.9886
hle_1476,opencode,HLE,1235,0.374763,0.353807,-0.020956,0.2502,0.8459
hle_1481,opencode,HLE,1325,0.346125,0.015708,-0.330417,0.2491,0.9702
hle_1487,opencode,HLE,1583,0.321744,0.309785,-0.011959,0.2502,0.8463
hle_1488,opencode,HLE,27028,0.094137,0.001633,-0.092504,0.249,0.992
hle_1489,opencode,HLE,1403,0.470993,0.379053,-0.09194,0.2502,0.7793
hle_1494,opencode,HLE,962,0.239644,0.316039,0.076395,0.2495,0.8494
hle_1502,opencode,HLE,1225,0.183668,0.299866,0.116199,0.2498,0.8692
hle_1504,opencode,HLE,8599,0.309831,0.078508,-0.231323,0.2493,0.9491
hle_1505,opencode,HLE,1024,0.262215,0.226089,-0.036125,0.25,0.866
hle_1509,opencode,HLE,8089,0.121387,0.001914,-0.119473,0.2496,0.9904
hle_1511,opencode,HLE,678,0.376594,0.334118,-0.042476,0.2507,0.8488
hle_1512,opencode,HLE,632,0.256912,0.320587,0.063675,0.25,0.8712
hle_1513,opencode,HLE,1057,0.487062,0.461661,-0.025401,0.2498,0.8205
hle_1517,opencode,HLE,1033,0.45197,0.278325,-0.173645,0.2498,0.8657
hle_1518,opencode,HLE,1444,0.503323,0.466804,-0.036519,0.25,0.8063
hle_1519,opencode,HLE,1175,0.43641,0.465379,0.028969,0.2502,0.8141
hle_1520,opencode,HLE,43526,0.086089,0.000541,-0.085548,0.2485,0.993
hle_1522,opencode,HLE,1127,0.479814,0.180441,-0.299373,0.2502,0.8453
hle_1524,opencode,HLE,758,0.468643,0.438561,-0.030082,0.2507,0.818
hle_1528,opencode,HLE,43529,0.221414,0.000594,-0.22082,0.2485,0.9813
hle_1530,opencode,HLE,1288,0.22335,0.307486,0.084136,0.25,0.8568
hle_1534,opencode,HLE,1844,0.578828,0.547008,-0.03182,0.25,0.7521
hle_1536,opencode,HLE,1113,0.285308,0.335689,0.050381,0.2498,0.8671
hle_1545,opencode,HLE,44090,0.103001,0.000846,-0.102155,0.2497,0.9915
hle_1546,opencode,HLE,1457,0.417074,0.426177,0.009103,0.2498,0.7971
hle_1547,opencode,HLE,1481,0.204614,0.30867,0.104056,0.2498,0.8587
hle_155,opencode,HLE,41808,0.049166,0.000468,-0.048698,0.2497,0.9961
hle_1553,opencode,HLE,772,0.416618,0.300196,-0.116423,0.25,0.8587
hle_1563,opencode,HLE,44470,0.084362,0.001142,-0.083221,0.2499,0.9922
hle_1565,opencode,HLE,827,0.394591,0.352506,-0.042085,0.2503,0.8537
hle_1567,opencode,HLE,44450,0.096666,0.001175,-0.09549,0.2499,0.9918
hle_1568,opencode,HLE,826,0.639353,0.526292,-0.113062,0.2506,0.7835
hle_1569,opencode,HLE,1644,0.280871,0.375062,0.094191,0.2494,0.8178
hle_1572,opencode,HLE,940,0.306364,0.315016,0.008652,0.25,0.8834
hle_1577,opencode,HLE,821,0.239551,0.255601,0.01605,0.2473,0.9033
hle_158,opencode,HLE,1783,0.68349,0.439829,-0.243661,0.2501,0.819
hle_1586,opencode,HLE,324,0.298928,0.660432,0.361504,0.25,0.8212
hle_1590,opencode,HLE,36515,0.133848,0.001434,-0.132414,0.2496,0.9885
hle_1596,opencode,HLE,1581,0.469894,0.404537,-0.065358,0.2498,0.8129
hle_1598,opencode,HLE,923,0.427635,0.241565,-0.186069,0.2503,0.842
hle_16,opencode,HLE,939,0.294705,0.396319,0.101614,0.2503,0.8221
hle_1601,opencode,HLE,1633,0.331843,0.36238,0.030538,0.2498,0.8008
hle_1606,opencode,HLE,30869,0.016392,0.00067,-0.015722,0.2484,0.9989
hle_1613,opencode,HLE,970,0.323707,0.215374,-0.108332,0.2505,0.8856
hle_1630,opencode,HLE,879,0.523001,0.390946,-0.132055,0.2503,0.8297
hle_1651,opencode,HLE,529,0.556889,0.41193,-0.14496,0.2495,0.8318
hle_1666,opencode,HLE,826,0.278437,0.366407,0.08797,0.2506,0.8694
hle_167,opencode,HLE,1412,0.203156,0.415626,0.21247,0.25,0.844
hle_1672,opencode,HLE,27018,0.028634,0.002619,-0.026015,0.2499,0.9977
hle_1676,opencode,HLE,1047,0.37622,0.20702,-0.1692,0.2502,0.8734
hle_1679,opencode,HLE,22943,0.130838,0.000858,-0.129979,0.249,0.9889
hle_1680,opencode,HLE,1144,0.451516,0.369183,-0.082333,0.25,0.8568
hle_1682,opencode,HLE,830,0.460031,0.244753,-0.215278,0.2506,0.8686
hle_1683,opencode,HLE,624,0.225747,0.058955,-0.166792,0.2484,0.9718
hle_1685,opencode,HLE,2098,0.228612,0.533393,0.304781,0.2502,0.8504
hle_1686,opencode,HLE,1316,0.411565,0.429812,0.018246,0.25,0.7936
hle_169,opencode,HLE,41808,0.118675,0.000717,-0.117958,0.2493,0.9903
hle_1690,opencode,HLE,2767,0.161712,0.277294,0.115582,0.2501,0.8922
hle_1694,opencode,HLE,1534,0.440521,0.430826,-0.009695,0.2503,0.8176
hle_1696,opencode,HLE,21557,0.162452,0.001196,-0.161255,0.2489,0.9862
hle_1697,opencode,HLE,920,0.190384,0.481954,0.29157,0.25,0.8796
hle_1699,opencode,HLE,869,0.375591,0.312973,-0.062618,0.2497,0.8771
hle_1705,opencode,HLE,42221,0.013175,0.00115,-0.012026,0.2497,0.9989
hle_1716,opencode,HLE,830,0.589082,0.675148,0.086066,0.2506,0.784
hle_1719,opencode,HLE,557,0.372521,0.276511,-0.096009,0.2496,0.8641
hle_1740,opencode,HLE,819,0.214224,0.362131,0.147907,0.2503,0.8713
hle_1743,opencode,HLE,808,0.40511,0.354191,-0.050919,0.25,0.8543
hle_1745,opencode,HLE,1002,0.212899,0.234924,0.022024,0.2505,0.8972
hle_1749,opencode,HLE,1237,0.399959,0.310942,-0.089017,0.2498,0.8588
hle_1750,opencode,HLE,6954,0.276561,0.115768,-0.160793,0.2498,0.938
hle_1755,opencode,HLE,819,0.444004,0.363999,-0.080005,0.2503,0.853
hle_1756,opencode,HLE,773,0.210514,0.376637,0.166123,0.2497,0.8766
hle_176,opencode,HLE,1738,0.246388,0.350236,0.103847,0.2503,0.8472
hle_1761,opencode,HLE,845,0.237197,0.279073,0.041876,0.2497,0.8865
hle_1762,opencode,HLE,43091,0.065129,0.000875,-0.064254,0.2498,0.9947
hle_1766,opencode,HLE,1092,0.369088,0.333522,-0.035566,0.25,0.8617
hle_178,opencode,HLE,41819,0.082024,0.001034,-0.08099,0.2498,0.9934
hle_1787,opencode,HLE,23640,0.184769,0.001364,-0.183405,0.2493,0.9849
hle_179,opencode,HLE,969,0.427618,0.460743,0.033125,0.2497,0.8204
hle_1792,opencode,HLE,646,0.198192,0.221158,0.022966,0.2508,0.8987
hle_1799,opencode,HLE,993,0.343429,0.418138,0.074709,0.2497,0.8435
hle_1800,opencode,HLE,4138,0.337538,0.246265,-0.091273,0.2501,0.8882
hle_1803,opencode,HLE,23677,0.180741,0.000923,-0.179818,0.2486,0.9836
hle_1804,opencode,HLE,1680,0.513983,0.193553,-0.32043,0.25,0.8637
hle_1808,opencode,HLE,1055,0.476496,0.355182,-0.121314,0.2502,0.8457
hle_1809,opencode,HLE,1118,0.471724,0.262845,-0.208879,0.2504,0.8489
hle_1810,opencode,HLE,654,0.580716,0.535104,-0.045613,0.2508,0.7822
hle_1817,opencode,HLE,1191,0.494345,0.310914,-0.183431,0.2502,0.868
hle_1827,opencode,HLE,742,0.499699,0.431503,-0.068196,0.2507,0.8166
hle_1836,opencode,HLE,5441,0.518422,0.437532,-0.080891,0.25,0.8238
hle_1837,opencode,HLE,1832,0.510215,0.004962,-0.505253,0.25,0.957
hle_184,opencode,HLE,961,0.540357,0.369682,-0.170675,0.2497,0.818
hle_1843,opencode,HLE,24082,0.31779,0.001023,-0.316768,0.2489,0.9735
hle_1847,opencode,HLE,4472,0.388372,0.156916,-0.231456,0.25,0.9156
hle_185,opencode,HLE,975,0.463173,0.325175,-0.137998,0.2503,0.8297
hle_1853,opencode,HLE,3949,0.331687,0.229946,-0.101741,0.2477,0.8967
hle_1855,opencode,HLE,1095,0.616353,0.575565,-0.040788,0.2502,0.79
hle_1856,opencode,HLE,919,0.443215,0.333271,-0.109944,0.2503,0.87
hle_1861,opencode,HLE,678,0.56118,0.416896,-0.144284,0.2507,0.8108
hle_1862,opencode,HLE,842,0.279366,0.36026,0.080893,0.2506,0.8591
hle_1863,opencode,HLE,597,0.209896,0.097941,-0.111956,0.2496,0.938
hle_1864,opencode,HLE,783,0.336733,0.465423,0.12869,0.2503,0.8613
hle_1865,opencode,HLE,24085,0.079546,0.000755,-0.078792,0.2493,0.9933
hle_1869,opencode,HLE,956,0.352424,0.280662,-0.071763,0.25,0.8645
hle_187,opencode,HLE,1222,0.254817,0.145549,-0.109269,0.2496,0.8999
hle_1871,opencode,HLE,1139,0.471031,0.345129,-0.125902,0.2502,0.8632
hle_1877,opencode,HLE,1202,0.519545,0.3865,-0.133046,0.2504,0.816
hle_1880,opencode,HLE,992,0.397752,0.486658,0.088905,0.25,0.8294
hle_1884,opencode,HLE,904,0.480462,0.290294,-0.190168,0.25,0.8398
hle_1889,opencode,HLE,24071,0.237071,0.001049,-0.236021,0.2498,0.9808
hle_189,opencode,HLE,1034,0.187611,0.213091,0.02548,0.2505,0.894
hle_1890,opencode,HLE,638,0.292067,0.568226,0.276159,0.2508,0.8771
hle_1909,opencode,HLE,774,0.458464,0.443732,-0.014732,0.2506,0.8063
hle_191,opencode,HLE,656,0.289189,0.323662,0.034473,0.25,0.8854
hle_1917,opencode,HLE,1453,0.601775,0.39807,-0.203706,0.2498,0.8226
hle_1919,opencode,HLE,733,0.567465,0.416759,-0.150706,0.2497,0.8493
hle_1920,opencode,HLE,377,0.656565,0.39384,-0.262725,0.2493,0.8333
hle_1922,opencode,HLE,1374,0.541067,0.324619,-0.216448,0.2504,0.8262
hle_1926,opencode,HLE,15071,0.407376,0.001717,-0.40566,0.2498,0.9654
hle_1927,opencode,HLE,1031,0.202022,0.15453,-0.047492,0.2502,0.868
hle_1928,opencode,HLE,798,0.314467,0.350785,0.036319,0.2506,0.851
hle_193,opencode,HLE,683,0.21706,0.258231,0.041172,0.2504,0.8947
hle_1938,opencode,HLE,1177,0.462757,0.344766,-0.117991,0.2489,0.8279
hle_1940,opencode,HLE,1449,0.460177,0.360847,-0.09933,0.2498,0.8137
hle_1945,opencode,HLE,1058,0.279907,0.368757,0.088851,0.2505,0.8655
hle_1946,opencode,HLE,789,0.432052,0.495696,0.063644,0.2497,0.8293
hle_1947,opencode,HLE,1146,0.187104,0.241143,0.054039,0.2504,0.8598
hle_1958,opencode,HLE,23972,0.148642,0.001069,-0.147573,0.2487,0.988
hle_1965,opencode,HLE,23458,0.199053,0.000683,-0.19837,0.2491,0.9837
hle_1972,opencode,HLE,22436,0.198421,0.00108,-0.197341,0.2492,0.9832
hle_1980,opencode,HLE,1015,0.311119,0.372702,0.061584,0.2502,0.8502
hle_2003,opencode,HLE,950,0.494782,0.339112,-0.15567,0.2505,0.8436
hle_2005,opencode,HLE,22443,0.156467,0.000956,-0.155511,0.2493,0.9867
hle_2010,opencode,HLE,941,0.37372,0.533318,0.159597,0.2497,0.834
hle_2016,opencode,HLE,21946,0.215879,0.001087,-0.214792,0.2489,0.9818
hle_2022,opencode,HLE,21672,0.563386,0.001127,-0.562259,0.2492,0.9511
hle_2024,opencode,HLE,1011,0.36548,0.311708,-0.053771,0.2502,0.8505
hle_2037,opencode,HLE,643,0.238514,0.336685,0.098171,0.2488,0.8654
hle_2038,opencode,HLE,470,0.438863,0.362641,-0.076222,0.2511,0.8618
hle_2043,opencode,HLE,2622,0.095157,0.289798,0.194641,0.2502,0.9343
hle_2046,opencode,HLE,1090,0.366163,0.370405,0.004242,0.2505,0.8524
hle_2060,opencode,HLE,22456,0.334712,0.00177,-0.332943,0.2498,0.9711
